Region;Country;Latitude;Longitude;Date;Confirmed;Deaths
;El Salvador;13.7942;-88.8965;1/30/20;0;0
;Algeria;28.0339;1.6596;2/28/20;1;0
;Equatorial Guinea;1.5;10;4/1/20;15;0
;Sweden;63;16;2/3/20;1;0
;Netherlands;52.1326;5.2913;1/31/20;0;0
;Liberia;6.4281;-9.4295;3/9/20;0;0
;Belarus;53.7098;27.9534;4/4/20;440;5
Yukon;Canada;64.2823;-135;3/24/20;0;1
;Cyprus;35.1264;33.4299;3/28/20;179;5
;Niger;17.6078;8.0817;3/18/20;0;0
;Namibia;-22.9576;18.4904;3/24/20;7;0
;Montenegro;42.5;19.3;4/8/20;248;2
;Lebanon;33.8547;35.8623;2/18/20;0;0
;Uruguay;-32.5228;-55.7658;2/9/20;0;0
;Guyana;5;-58.75;2/6/20;0;0
;Jamaica;18.1096;-77.2975;2/3/20;0;0
;Sierra Leone;8.460555;-11.779889;1/24/20;0;0
;Timor-Leste;-8.874217;125.727539;2/28/20;0;0
;Sao Tome and Principe;0.18636;6.613081;2/5/20;0;0
;Eswatini;-26.5225;31.4659;3/18/20;1;0
;Timor-Leste;-8.874217;125.727539;3/27/20;1;0
;Argentina;-38.4161;-63.6167;3/17/20;68;2
;Guinea-Bissau;11.8037;-15.1804;2/18/20;0;0
Yukon;Canada;64.2823;-135;2/9/20;0;0
;Panama;8.538;-80.7821;2/7/20;0;0
;Morocco;31.7917;-7.0926;2/20/20;0;0
;El Salvador;13.7942;-88.8965;2/1/20;0;0
;Vietnam;16;108;2/2/20;6;0
Yukon;Canada;64.2823;-135;2/13/20;0;0
;Bulgaria;42.7339;25.4858;1/24/20;0;0
;Bulgaria;42.7339;25.4858;2/11/20;0;0
;Georgia;42.3154;43.3569;3/24/20;70;0
;Cambodia;11.55;104.9167;2/18/20;1;0
;Albania;41.1533;20.1683;3/6/20;0;0
;Uzbekistan;41.3775;64.5853;3/14/20;0;0
;Czechia;49.8175;15.473;2/22/20;0;0
;Taiwan*;23.7;121;2/24/20;30;1
;Georgia;42.3154;43.3569;2/13/20;0;0
;Gambia;13.4432;-15.3101;3/8/20;0;0
;Uzbekistan;41.3775;64.5853;2/15/20;0;0
;Brunei;4.5353;114.7277;4/5/20;135;1
;Georgia;42.3154;43.3569;3/12/20;24;0
;Montenegro;42.5;19.3;3/24/20;47;1
;Niger;17.6078;8.0817;3/31/20;27;3
;Algeria;28.0339;1.6596;3/7/20;17;0
;Nicaragua;12.8654;-85.2072;3/29/20;4;1
;Timor-Leste;-8.874217;125.727539;3/15/20;0;0
;Greece;39.0742;21.8243;3/6/20;45;0
;Cyprus;35.1264;33.4299;3/16/20;33;0
;Malta;35.9375;14.3754;2/4/20;0;0
;San Marino;43.9424;12.4578;3/8/20;36;1
;Fiji;-17.7134;178.065;3/12/20;0;0
;Madagascar;-18.7669;46.8691;4/6/20;82;0
;Greece;39.0742;21.8243;2/9/20;0;0
;Honduras;15.2;-86.2419;3/16/20;6;0
;Nicaragua;12.8654;-85.2072;3/17/20;0;0
;Montenegro;42.5;19.3;3/12/20;0;0
;Suriname;3.9193;-56.0278;3/5/20;0;0
;Cambodia;11.55;104.9167;4/5/20;114;0
;Timor-Leste;-8.874217;125.727539;2/16/20;0;0
;Mexico;23.6345;-102.5528;3/21/20;203;2
;Sudan;12.8628;30.2176;3/7/20;0;0
;Saint Vincent and the Grenadines;12.9843;-61.2872;3/19/20;1;0
;Algeria;28.0339;1.6596;2/16/20;0;0
;Indonesia;-0.7893;113.9213;2/4/20;0;0
;Iceland;64.9631;-19.0208;3/2/20;6;0
;Argentina;-38.4161;-63.6167;4/6/20;1554;48
;Cyprus;35.1264;33.4299;3/6/20;0;0
;Congo (Kinshasa);-4.0383;21.7587;2/6/20;0;0
Yukon;Canada;64.2823;-135;2/25/20;0;0
;Morocco;31.7917;-7.0926;2/19/20;0;0
;Slovakia;48.669;19.699;2/6/20;0;0
;Bosnia and Herzegovina;43.9159;17.6791;2/29/20;0;0
;Saint Vincent and the Grenadines;12.9843;-61.2872;3/20/20;1;0
;Congo (Brazzaville);-4.0383;21.7587;3/1/20;0;0
;Bahamas;25.0343;-77.3963;3/7/20;0;0
Saint Pierre and Miquelon;France;46.8852;-56.3159;3/13/20;0;0
;Congo (Kinshasa);-4.0383;21.7587;2/13/20;0;0
;Chile;-35.6751;-71.543;3/2/20;0;0
;Spain;40;-4;2/2/20;1;0
Western Australia;Australia;-31.9505;115.8605;2/7/20;0;0
;Egypt;26;30;3/13/20;80;2
;Nepal;28.1667;84.25;2/17/20;1;0
;Cabo Verde;16.5388;-23.0418;3/5/20;0;0
;Russia;60;90;4/8/20;8672;63
;Djibouti;11.8251;42.5903;2/27/20;0;0
;Malta;35.9375;14.3754;3/15/20;21;0
;Nepal;28.1667;84.25;3/28/20;5;0
;Ukraine;48.3794;31.1656;3/16/20;7;1
;Benin;9.3077;2.3158;2/17/20;0;0
;Romania;45.9432;24.9668;3/26/20;1029;23
;Denmark;56.2639;9.5018;3/2/20;4;0
;Ecuador;-1.8312;-78.1834;2/24/20;0;0
;Cameroon;3.848;11.5021;4/2/20;306;7
;Bulgaria;42.7339;25.4858;2/8/20;0;0
;Bahrain;26.0275;50.55;4/5/20;700;4
Zhejiang;China;29.1832;120.0934;2/18/20;1172;6
;Chad;15.4542;18.7322;4/7/20;10;0
;Belgium;50.8333;4;3/26/20;6235;220
;Kazakhstan;48.0196;66.9237;3/6/20;0;0
;Mexico;23.6345;-102.5528;3/3/20;5;0
;Dominican Republic;18.7357;-70.1627;3/4/20;1;0
;Venezuela;6.4238;-66.5897;3/19/20;42;0
;Nigeria;9.082;8.6753;3/11/20;2;0
;Singapore;1.2833;103.8333;2/20/20;84;0
;Cuba;22;-80;1/31/20;0;0
;Eswatini;-26.5225;31.4659;3/31/20;9;0
;Panama;8.538;-80.7821;1/28/20;0;0
;Argentina;-38.4161;-63.6167;3/30/20;820;23
;Jordan;31.24;36.51;2/10/20;0;0
;Romania;45.9432;24.9668;3/6/20;9;0
;Cote d'Ivoire;7.54;-5.5471;1/22/20;0;0
;Somalia;5.1521;46.1996;3/14/20;0;0
;Peru;-9.19;-75.0152;1/31/20;0;0
;Jordan;31.24;36.51;3/21/20;85;0
;Fiji;-17.7134;178.065;3/24/20;4;0
;Bulgaria;42.7339;25.4858;2/23/20;0;0
;Seychelles;-4.6796;55.492;1/28/20;0;0
;Argentina;-38.4161;-63.6167;3/29/20;745;19
;Congo (Kinshasa);-4.0383;21.7587;2/25/20;0;0
;Venezuela;6.4238;-66.5897;3/20/20;42;0
;Guinea-Bissau;11.8037;-15.1804;3/5/20;0;0
;Armenia;40.0691;45.0382;2/3/20;0;0
;Nepal;28.1667;84.25;3/16/20;1;0
;Philippines;13;122;3/1/20;3;1
;Taiwan*;23.7;121;2/12/20;18;0
Yukon;Canada;64.2823;-135;3/12/20;0;0
;Djibouti;11.8251;42.5903;2/15/20;0;0
;Czechia;49.8175;15.473;4/4/20;4472;59
;South Sudan;6.877;31.307;3/21/20;0;0
;Mali;17.570692;-3.996166;4/6/20;47;5
;Costa Rica;9.7489;-83.7534;2/25/20;0;0
;Papua New Guinea;-6.315;143.9555;3/31/20;1;0
;Diamond Princess;0;0;3/15/20;706;7
;Djibouti;11.8251;42.5903;2/5/20;0;0
;Guyana;5;-58.75;1/25/20;0;0
;Indonesia;-0.7893;113.9213;1/22/20;0;0
;Albania;41.1533;20.1683;3/22/20;89;2
;Romania;45.9432;24.9668;4/3/20;3183;133
;Egypt;26;30;1/28/20;0;0
;Burundi;-3.3731;29.9189;3/16/20;0;0
;Papua New Guinea;-6.315;143.9555;4/4/20;1;0
;Mongolia;46.8625;103.8467;2/28/20;0;0
;Kazakhstan;48.0196;66.9237;1/30/20;0;0
;Botswana;-22.3285;24.6849;3/24/20;0;0
;Cameroon;3.848;11.5021;2/24/20;0;0
"Bonaire; Sint Eustatius and Saba";Netherlands;12.1784;2/9/20;0;0
;Burundi;-3.3731;29.9189;3/28/20;0;0
;Costa Rica;9.7489;-83.7534;2/13/20;0;0
;Slovenia;46.1512;14.9955;4/5/20;997;28
;Seychelles;-4.6796;55.492;4/7/20;11;0
;Serbia;44.0165;21.0059;2/8/20;0;0
;Dominica;15.415;-61.371;3/2/20;0;0
;Japan;36;138;2/4/20;22;0
;Guinea-Bissau;11.8037;-15.1804;1/23/20;0;0
;Grenada;12.1165;-61.679;2/6/20;0;0
;Costa Rica;9.7489;-83.7534;3/8/20;5;0
;Kazakhstan;48.0196;66.9237;1/29/20;0;0
;Zimbabwe;-20;30;2/22/20;0;0
;Senegal;14.4974;-14.4524;4/6/20;226;2
;Senegal;14.4974;-14.4524;3/27/20;119;0
;Lebanon;33.8547;35.8623;2/9/20;0;0
;Iran;32;53;3/28/20;35408;2517
;Papua New Guinea;-6.315;143.9555;3/18/20;0;0
;West Bank and Gaza;31.9522;35.2332;3/17/20;39;0
;Nigeria;9.082;8.6753;3/23/20;40;1
;Rwanda;-1.9403;29.8739;1/30/20;0;0
;Portugal;39.3999;-8.2245;2/3/20;0;0
;San Marino;43.9424;12.4578;2/13/20;0;0
;Mongolia;46.8625;103.8467;2/16/20;0;0
;Cameroon;3.848;11.5021;2/12/20;0;0
;Benin;9.3077;2.3158;2/29/20;0;0
;Philippines;13;122;2/12/20;3;1
;Holy See;41.9029;12.4534;2/24/20;0;0
;Gambia;13.4432;-15.3101;3/24/20;3;1
;New Zealand;-40.9006;174.886;2/5/20;0;0
;Diamond Princess;0;0;3/27/20;712;10
;Liechtenstein;47.14;9.55;2/26/20;0;0
;Senegal;14.4974;-14.4524;1/27/20;0;0
;Afghanistan;33;65;3/14/20;11;0
;West Bank and Gaza;31.9522;35.2332;3/30/20;116;1
;Vietnam;16;108;3/20/20;91;0
;Bahrain;26.0275;50.55;2/20/20;0;0
;Mali;17.570692;-3.996166;3/9/20;0;0
;Estonia;58.5953;25.0136;4/6/20;1108;19
;Liechtenstein;47.14;9.55;2/14/20;0;0
;Romania;45.9432;24.9668;3/14/20;123;0
;Guyana;5;-58.75;3/13/20;1;1
;Netherlands;52.1326;5.2913;2/14/20;0;0
;Sao Tome and Principe;0.18636;6.613081;2/26/20;0;0
;South Sudan;6.877;31.307;1/24/20;0;0
;Cameroon;3.848;11.5021;3/5/20;0;0
;Sweden;63;16;4/5/20;6830;401
;Syria;34.802075;38.996815;2/4/20;0;0
;Malawi;-13.254308;34.301525;4/3/20;3;0
;Rwanda;-1.9403;29.8739;1/29/20;0;0
;Morocco;31.7917;-7.0926;3/7/20;2;0
;Poland;51.9194;19.1451;3/4/20;1;0
;Singapore;1.2833;103.8333;2/7/20;30;0
;Vietnam;16;108;3/19/20;85;0
;Mauritius;-20.2;57.5;3/13/20;0;0
;West Bank and Gaza;31.9522;35.2332;3/29/20;109;1
;Tanzania;-6.369;34.8888;3/8/20;0;0
;Barbados;13.1939;-59.5432;2/18/20;0;0
;Ireland;53.1424;-7.6921;4/2/20;3849;98
;Bahrain;26.0275;50.55;3/8/20;85;0
;Indonesia;-0.7893;113.9213;3/10/20;27;0
;Uzbekistan;41.3775;64.5853;3/26/20;75;0
;Malaysia;2.5;112.5;2/1/20;8;0
;Diamond Princess;0;0;1/27/20;0;0
;San Marino;43.9424;12.4578;2/25/20;0;0
;India;21;78;2/23/20;3;0
;Bahrain;26.0275;50.55;2/19/20;0;0
;Indonesia;-0.7893;113.9213;3/22/20;514;48
;Namibia;-22.9576;18.4904;3/12/20;0;0
;Netherlands;52.1326;5.2913;2/26/20;0;0
;Kyrgyzstan;41.2044;74.7661;3/24/20;42;0
;Philippines;13;122;2/24/20;3;1
;Taiwan*;23.7;121;4/7/20;376;5
;Cuba;22;-80;2/9/20;0;0
;Honduras;15.2;-86.2419;3/28/20;95;1
;Venezuela;6.4238;-66.5897;1/23/20;0;0
;Guyana;5;-58.75;3/25/20;5;1
;Laos;19.85627;102.495496;4/8/20;15;0
;Colombia;4.5709;-74.2973;4/6/20;1579;46
;Sao Tome and Principe;0.18636;6.613081;2/14/20;0;0
;Dominican Republic;18.7357;-70.1627;2/7/20;0;0
;Pakistan;30.3753;69.3451;2/23/20;0;0
;Kuwait;29.5;47.75;2/2/20;0;0
;Botswana;-22.3285;24.6849;3/12/20;0;0
;Mauritius;-20.2;57.5;3/25/20;48;2
;Iran;32;53;3/16/20;14991;853
;Nicaragua;12.8654;-85.2072;4/4/20;5;1
;Czechia;49.8175;15.473;2/10/20;0;0
;Senegal;14.4974;-14.4524;3/15/20;24;0
;Togo;8.6195;0.8248;3/2/20;0;0
Saint Pierre and Miquelon;France;46.8852;-56.3159;2/6/20;0;0
;Norway;60.472;8.4689;1/30/20;0;0
;Jamaica;18.1096;-77.2975;1/22/20;0;0
;Croatia;45.1;15.2;3/18/20;81;0
;Peru;-9.19;-75.0152;3/6/20;1;0
;Cameroon;3.848;11.5021;1/28/20;0;0
;Costa Rica;9.7489;-83.7534;2/3/20;0;0
;Indonesia;-0.7893;113.9213;3/1/20;0;0
;South Sudan;6.877;31.307;4/7/20;2;0
;Uganda;1;32;2/29/20;0;0
Yukon;Canada;64.2823;-135;3/6/20;0;0
;Botswana;-22.3285;24.6849;2/28/20;0;0
;Bhutan;27.5142;90.4336;2/1/20;0;0
;Kuwait;29.5;47.75;2/17/20;0;0
;Seychelles;-4.6796;55.492;3/13/20;0;0
;Namibia;-22.9576;18.4904;4/5/20;16;0
;Guatemala;15.7835;-90.2308;4/5/20;61;2
;Kyrgyzstan;41.2044;74.7661;3/12/20;0;0
;Kazakhstan;48.0196;66.9237;4/3/20;464;6
;South Africa;-30.5595;22.9375;2/12/20;0;0
;Ethiopia;9.145;40.4897;2/9/20;0;0
;Austria;47.5162;14.5501;3/22/20;3582;16
;Gambia;13.4432;-15.3101;4/5/20;4;1
;Norway;60.472;8.4689;1/29/20;0;0
;Maldives;3.2028;73.2207;4/5/20;19;0
;Switzerland;46.8182;8.2275;3/16/20;2200;14
;Gambia;13.4432;-15.3101;1/24/20;0;0
;El Salvador;13.7942;-88.8965;1/29/20;0;0
;Dominican Republic;18.7357;-70.1627;2/12/20;0;0
;Germany;51;9;2/19/20;16;0
;Azerbaijan;40.1431;47.5769;2/29/20;0;0
;Andorra;42.5063;1.5218;3/10/20;1;0
;Oman;21;57;2/4/20;0;0
;Botswana;-22.3285;24.6849;2/9/20;0;0
;Albania;41.1533;20.1683;2/14/20;0;0
;Botswana;-22.3285;24.6849;2/16/20;0;0
;Saint Lucia;13.9094;-60.9789;2/6/20;0;0
;Iceland;64.9631;-19.0208;3/10/20;69;0
;Uganda;1;32;2/17/20;0;0
;Grenada;12.1165;-61.679;2/28/20;0;0
;Haiti;18.9712;-72.2852;4/2/20;16;0
;Iran;32;53;2/8/20;0;0
;Central African Republic;6.6111;20.9394;2/19/20;0;0
;Liberia;6.4281;-9.4295;3/30/20;3;0
;US;37.0902;-95.7129;3/1/20;74;1
;Afghanistan;33;65;3/26/20;94;4
;Uganda;1;32;4/8/20;53;0
;Zimbabwe;-20;30;2/9/20;0;0
;Liberia;6.4281;-9.4295;3/29/20;3;0
;Sao Tome and Principe;0.18636;6.613081;3/2/20;0;0
;Malaysia;2.5;112.5;2/10/20;18;0
;Liechtenstein;47.14;9.55;2/8/20;0;0
;Central African Republic;6.6111;20.9394;2/20/20;0;0
;Albania;41.1533;20.1683;2/26/20;0;0
;Bhutan;27.5142;90.4336;3/31/20;4;0
;Malta;35.9375;14.3754;3/1/20;0;0
;Tunisia;34;9;2/9/20;0;0
;Eritrea;15.1794;39.7823;2/14/20;0;0
;Iceland;64.9631;-19.0208;3/22/20;568;1
;Ethiopia;9.145;40.4897;2/29/20;0;0
;Kenya;-0.0236;37.9062;2/23/20;0;0
;Iraq;33;44;2/4/20;0;0
;Switzerland;46.8182;8.2275;3/28/20;14076;264
;Congo (Kinshasa);-4.0383;21.7587;1/30/20;0;0
;Saint Lucia;13.9094;-60.9789;1/23/20;0;0
;Azerbaijan;40.1431;47.5769;2/17/20;0;0
;Andorra;42.5063;1.5218;3/22/20;113;1
;Timor-Leste;-8.874217;125.727539;3/9/20;0;0
;Liberia;6.4281;-9.4295;3/17/20;1;0
;Saudi Arabia;24;45;3/10/20;20;0
;India;21;78;2/11/20;3;0
;Madagascar;-18.7669;46.8691;3/9/20;0;0
;Malaysia;2.5;112.5;2/22/20;22;0
;Mali;17.570692;-3.996166;3/16/20;0;0
;Trinidad and Tobago;10.6918;-61.2225;2/3/20;0;0
;"Korea; South";36;4/5/20;10156;177
;Belize;13.1939;-59.5432;3/23/20;1;0
;Mauritania;21.0079;10.9408;3/17/20;1;0
;United Arab Emirates;24;54;1/28/20;0;0
;Lithuania;55.1694;23.8813;2/9/20;0;0
;Zimbabwe;-20;30;2/10/20;0;0
;Israel;31;35;3/5/20;20;0
;Honduras;15.2;-86.2419;2/21/20;0;0
;Switzerland;46.8182;8.2275;1/28/20;0;0
;Norway;60.472;8.4689;3/17/20;1463;3
;Gambia;13.4432;-15.3101;3/12/20;0;0
Falkland Islands (Malvinas);United Kingdom;-51.7963;-59.5236;3/27/20;0;0
;Western Sahara;24.2155;-12.8858;3/16/20;0;0
;Papua New Guinea;-6.315;143.9555;1/31/20;0;0
;Norway;60.472;8.4689;3/30/20;4445;32
;Saudi Arabia;24;45;3/22/20;511;0
;Latvia;56.8796;24.6032;4/3/20;493;1
;Mali;17.570692;-3.996166;3/28/20;18;0
;Belize;13.1939;-59.5432;3/11/20;0;0
;Germany;51;9;2/20/20;16;0
;Mauritania;21.0079;10.9408;3/30/20;5;1
;Kenya;-0.0236;37.9062;2/11/20;0;0
;Saudi Arabia;24;45;4/2/20;1885;21
;Ethiopia;9.145;40.4897;3/3/20;0;0
;Angola;-11.2027;17.8739;2/3/20;0;0
;Burundi;-3.3731;29.9189;2/2/20;0;0
;Sri Lanka;7;81;2/9/20;1;0
;Laos;19.85627;102.495496;1/24/20;0;0
;Mauritania;21.0079;10.9408;3/29/20;5;0
;Germany;51;9;2/1/20;8;0
;Guinea;9.9456;-9.6966;2/8/20;0;0
;Venezuela;6.4238;-66.5897;3/1/20;0;0
;Antigua and Barbuda;17.0608;-61.7964;2/1/20;0;0
;Turkey;38.9637;35.2433;2/7/20;0;0
;Austria;47.5162;14.5501;3/10/20;182;0
;Sierra Leone;8.460555;-11.779889;2/4/20;0;0
"Bonaire; Sint Eustatius and Saba";Netherlands;12.1784;2/19/20;0;0
;Western Sahara;24.2155;-12.8858;3/28/20;0;0
;India;21;78;2/5/20;3;0
;Nepal;28.1667;84.25;3/8/20;1;0
;Liberia;6.4281;-9.4295;1/29/20;0;0
Falkland Islands (Malvinas);United Kingdom;-51.7963;-59.5236;3/15/20;0;0
;Norway;60.472;8.4689;3/29/20;4284;25
;Tunisia;34;9;2/15/20;0;0
;Denmark;56.2639;9.5018;3/12/20;615;0
;Seychelles;-4.6796;55.492;3/9/20;0;0
;Georgia;42.3154;43.3569;2/28/20;1;0
;Mauritius;-20.2;57.5;2/27/20;0;0
;Portugal;39.3999;-8.2245;3/1/20;0;0
;Venezuela;6.4238;-66.5897;2/4/20;0;0
;Lithuania;55.1694;23.8813;2/23/20;0;0
;Montenegro;42.5;19.3;2/23/20;0;0
;El Salvador;13.7942;-88.8965;3/25/20;9;0
;Mexico;23.6345;-102.5528;2/19/20;0;0
;Senegal;14.4974;-14.4524;3/8/20;4;0
;Switzerland;46.8182;8.2275;4/3/20;19606;591
;Montenegro;42.5;19.3;2/11/20;0;0
;Western Sahara;24.2155;-12.8858;1/28/20;0;0
;Cambodia;11.55;104.9167;3/26/20;96;0
;El Salvador;13.7942;-88.8965;3/13/20;0;0
;Iceland;64.9631;-19.0208;2/6/20;0;0
;Iceland;64.9631;-19.0208;3/24/20;648;2
;Italy;43;12;3/18/20;35713;2978
;Dominican Republic;18.7357;-70.1627;3/3/20;1;0
;Eswatini;-26.5225;31.4659;2/3/20;0;0
;Bosnia and Herzegovina;43.9159;17.6791;1/28/20;0;0
;Malaysia;2.5;112.5;3/7/20;93;0
;Malta;35.9375;14.3754;2/17/20;0;0
;Mauritius;-20.2;57.5;2/15/20;0;0
;Bangladesh;23.685;90.3563;2/26/20;0;0
;Jordan;31.24;36.51;2/11/20;0;0
;Kuwait;29.5;47.75;2/19/20;0;0
;Mauritius;-20.2;57.5;2/2/20;0;0
;Romania;45.9432;24.9668;3/5/20;6;0
;Lithuania;55.1694;23.8813;2/11/20;0;0
;Sri Lanka;7;81;3/4/20;1;0
;Jordan;31.24;36.51;2/23/20;0;0
;Mongolia;46.8625;103.8467;2/8/20;0;0
;Gambia;13.4432;-15.3101;4/7/20;4;1
;Cambodia;11.55;104.9167;3/14/20;7;0
;United Arab Emirates;24;54;3/14/20;85;0
;South Africa;-30.5595;22.9375;2/14/20;0;0
;South Africa;-30.5595;22.9375;2/26/20;0;0
;Costa Rica;9.7489;-83.7534;4/7/20;483;2
;Latvia;56.8796;24.6032;3/27/20;280;0
;Panama;8.538;-80.7821;2/26/20;0;0
;Kuwait;29.5;47.75;2/20/20;0;0
;Benin;9.3077;2.3158;2/2/20;0;0
;Niger;17.6078;8.0817;1/23/20;0;0
;India;21;78;1/23/20;0;0
;Jamaica;18.1096;-77.2975;3/2/20;0;0
;Central African Republic;6.6111;20.9394;1/23/20;0;0
Zhejiang;China;29.1832;120.0934;1/31/20;538;0
;Denmark;56.2639;9.5018;3/24/20;1591;0
;Hungary;47.1625;19.5033;2/25/20;0;0
;Sao Tome and Principe;0.18636;6.613081;1/30/20;0;0
;Grenada;12.1165;-61.679;3/17/20;0;0
;Bulgaria;42.7339;25.4858;4/2/20;457;10
;South Africa;-30.5595;22.9375;4/3/20;1505;9
;Liechtenstein;47.14;9.55;3/13/20;1;0
;Timor-Leste;-8.874217;125.727539;3/14/20;0;0
;Laos;19.85627;102.495496;2/19/20;0;0
;San Marino;43.9424;12.4578;1/26/20;0;0
;Benin;9.3077;2.3158;1/30/20;0;0
;Mauritius;-20.2;57.5;4/6/20;244;7
;Mongolia;46.8625;103.8467;4/1/20;14;0
;Liberia;6.4281;-9.4295;1/31/20;0;0
;Bulgaria;42.7339;25.4858;2/10/20;0;0
;Mongolia;46.8625;103.8467;3/29/20;12;0
"Bonaire; Sint Eustatius and Saba";Netherlands;12.1784;2/21/20;0;0
;Guinea-Bissau;11.8037;-15.1804;4/1/20;9;0
;Brazil;-14.235;-51.9253;3/4/20;4;0
;Equatorial Guinea;1.5;10;2/5/20;0;0
;Cyprus;35.1264;33.4299;3/27/20;162;5
;Jamaica;18.1096;-77.2975;2/22/20;0;0
;Norway;60.472;8.4689;2/16/20;0;0
;Portugal;39.3999;-8.2245;1/31/20;0;0
;Panama;8.538;-80.7821;2/14/20;0;0
;Italy;43;12;3/31/20;105792;12428
;Switzerland;46.8182;8.2275;2/29/20;18;0
;Laos;19.85627;102.495496;2/20/20;0;0
;Timor-Leste;-8.874217;125.727539;3/26/20;1;0
;Liechtenstein;47.14;9.55;3/25/20;51;0
;Romania;45.9432;24.9668;2/18/20;0;0
;Uruguay;-32.5228;-55.7658;3/3/20;0;0
;Finland;64;26;2/21/20;1;0
;Uruguay;-32.5228;-55.7658;2/19/20;0;0
;Georgia;42.3154;43.3569;4/1/20;117;0
;Thailand;15;101;1/25/20;7;0
;Andorra;42.5063;1.5218;3/3/20;1;0
;Holy See;41.9029;12.4534;4/6/20;7;0
;Malta;35.9375;14.3754;2/29/20;0;0
;Eswatini;-26.5225;31.4659;4/7/20;10;0
;Guatemala;15.7835;-90.2308;4/3/20;50;1
;Zambia;-15.4167;28.2833;2/17/20;0;0
;Dominica;15.415;-61.371;2/16/20;0;0
;Somalia;5.1521;46.1996;1/28/20;0;0
;Tanzania;-6.369;34.8888;1/24/20;0;0
;United Arab Emirates;24;54;4/5/20;1799;10
;Bangladesh;23.685;90.3563;2/14/20;0;0
;Burundi;-3.3731;29.9189;2/18/20;0;0
;Malawi;-13.254308;34.301525;1/24/20;0;0
;Saint Kitts and Nevis;17.357822;-62.782998;4/3/20;9;0
;Bhutan;27.5142;90.4336;1/31/20;0;0
;Venezuela;6.4238;-66.5897;4/8/20;167;9
Saint Pierre and Miquelon;France;46.8852;-56.3159;3/5/20;0;0
;Taiwan*;23.7;121;1/26/20;4;0
;Andorra;42.5063;1.5218;1/24/20;0;0
;Mongolia;46.8625;103.8467;3/17/20;5;0
;Diamond Princess;0;0;2/26/20;705;4
;Iceland;64.9631;-19.0208;3/12/20;103;0
;Indonesia;-0.7893;113.9213;2/11/20;0;0
;Uruguay;-32.5228;-55.7658;2/20/20;0;0
;South Sudan;6.877;31.307;2/24/20;0;0
;Burma;21.9162;95.956;3/9/20;0;0
;Cyprus;35.1264;33.4299;3/15/20;26;0
;Afghanistan;33;65;2/7/20;0;0
;Jamaica;18.1096;-77.2975;2/10/20;0;0
;Malawi;-13.254308;34.301525;3/4/20;0;0
;Estonia;58.5953;25.0136;2/11/20;0;0
;United Arab Emirates;24;54;2/1/20;4;0
;Qatar;25.3548;51.1839;2/19/20;0;0
;Cambodia;11.55;104.9167;4/6/20;114;0
;Kazakhstan;48.0196;66.9237;1/27/20;0;0
;Taiwan*;23.7;121;2/2/20;10;0
Falkland Islands (Malvinas);United Kingdom;-51.7963;-59.5236;3/6/20;0;0
;Barbados;13.1939;-59.5432;2/19/20;0;0
;Fiji;-17.7134;178.065;3/23/20;3;0
;Ghana;7.9465;-1.0232;3/15/20;6;0
;Uzbekistan;41.3775;64.5853;3/25/20;60;0
;Ukraine;48.3794;31.1656;3/15/20;3;1
;Bhutan;27.5142;90.4336;3/9/20;1;0
;Barbados;13.1939;-59.5432;2/20/20;0;0
;Iraq;33;44;3/22/20;233;20
;Angola;-11.2027;17.8739;3/12/20;0;0
;Kuwait;29.5;47.75;2/4/20;0;0
;Qatar;25.3548;51.1839;2/20/20;0;0
;Philippines;13;122;1/28/20;0;0
;Congo (Brazzaville);-4.0383;21.7587;3/2/20;0;0
;Morocco;31.7917;-7.0926;3/18/20;49;2
;Estonia;58.5953;25.0136;2/23/20;0;0
;Maldives;3.2028;73.2207;3/12/20;8;0
;Holy See;41.9029;12.4534;2/22/20;0;0
;Malta;35.9375;14.3754;2/5/20;0;0
;Fiji;-17.7134;178.065;3/11/20;0;0
;Israel;31;35;4/4/20;7851;44
;Pakistan;30.3753;69.3451;3/21/20;730;3
;South Sudan;6.877;31.307;2/12/20;0;0
;Cabo Verde;16.5388;-23.0418;3/4/20;0;0
;Bulgaria;42.7339;25.4858;2/22/20;0;0
;Moldova;47.4116;28.3699;1/28/20;0;0
;Mongolia;46.8625;103.8467;3/30/20;12;0
;Indonesia;-0.7893;113.9213;2/23/20;0;0
;Spain;40;-4;1/27/20;0;0
;Diamond Princess;0;0;2/14/20;218;0
;Benin;9.3077;2.3158;1/29/20;0;0
;Mauritania;21.0079;10.9408;1/23/20;0;0
;Bahrain;26.0275;50.55;3/20/20;285;1
;Diamond Princess;0;0;4/8/20;712;11
;Bahrain;26.0275;50.55;3/19/20;278;1
;Oman;21;57;3/21/20;52;0
;New Zealand;-40.9006;174.886;1/22/20;0;0
;Liberia;6.4281;-9.4295;4/6/20;14;3
;Zimbabwe;-20;30;4/4/20;9;1
;Congo (Kinshasa);-4.0383;21.7587;3/12/20;1;0
;Burma;21.9162;95.956;2/17/20;0;0
;Holy See;41.9029;12.4534;2/10/20;0;0
;Bulgaria;42.7339;25.4858;2/9/20;0;0
;Dominica;15.415;-61.371;2/28/20;0;0
;Belarus;53.7098;27.9534;4/3/20;351;4
;Russia;60;90;2/10/20;2;0
;Ukraine;48.3794;31.1656;2/17/20;0;0
;Belgium;50.8333;4;1/26/20;0;0
;Zambia;-15.4167;28.2833;2/29/20;0;0
